id,countries,headline,body,body_word_count,stake_type,role_holder,role_harmed,role_amplifier,mexico_role,vantage,register,forces,note
IE-636,México; Perú; Italia; Camboya,Una exención de repatriación protege a quien haya tenido los objetos por más tiempo,"Se está reescribiendo un registro que determina qué objetos sagrados pueden salir legalmente de su país de origen, y México preside el panel que lo redacta. El borrador de México eximiría a los objetos que ya llevan más de cincuenta años en el extranjero, protegiendo a cientos de piezas en sus propios museos. Perú dice que la exención recompensa a quien haya conservado más tiempo objetos robados. Italia, que posee muchos más objetos de este tipo que México, ha respaldado discretamente el borrador mientras llama públicamente a la repatriación un deber moral. Camboya dice que los propios museos de Perú tienen piezas jemeres bajo la misma cobertura de cincuenta años, y que la objeción de Perú es selectiva. Perú niega que sus colecciones sean comparables.",99,control de un objeto,"Italia (posee la mayor cantidad de objetos, respalda el borrador discretamente)",Camboya y los Estados de origen que pierden reclamos de repatriación,Camboya (devuelve la objeción contra las propias colecciones de Perú),motor principal (sus propias colecciones museísticas son lo que la exención protege),en desarrollo,fundamentado,soberanía cultural; religión y geografía sagrada,"Fundamentado. Las disputas de repatriación que giran en torno a exenciones por tiempo de posesión reflejan tensiones reales del derecho de procedencia. Prueba de cuatro vías: Camboya ataca directamente la selectividad de Perú, y la postura privada de Italia contradice la pública, independientemente de México. No geográfico: las colecciones museísticas y el derecho de registro abarcan continentes. Fuerzas elegidas deliberadamente entre las ausentes en IE-616 a IE-635."
IE-038,México; RD del Congo; Ruanda; Bélgica,Un fallo sobre cobalto de sangre anula una cadena de suministro,"Un panel internacional ha declarado contaminado por el conflicto un importante suministro de cobalto, uno de los metales clave dentro de las baterías recargables, y la pérdida de su calificación limpia se está propagando por toda cadena de suministro que alguna vez lo tocó. La República Democrática del Congo insiste en que el mineral salió limpio de sus minas; Ruanda niega el contrabando de mineral robado a través de su frontera; y la refinería de Bélgica enfrenta una prohibición total sobre todo lo que produce. Las fábricas mexicanas de baterías funcionaron durante años con ese cobalto refinado, y ahora deben probar que sus baterías terminadas no están contaminadas simplemente por lo que alguna vez las conformó.",100,pureza / contaminación,el tribunal / régimen de certificación (define la contaminación),Las plantas de baterías de México (contaminación por asociación),Ruanda (acusada de lavado en tránsito),perjudicado (exposición aguas abajo),secuelas,fundamentado,extracción de recursos; pureza; comercio y transporte marítimo,"Fundamentado. La certificación de minerales de conflicto, las acusaciones de contrabando entre la RDC y Ruanda, y el riesgo de listas negras aguas abajo están todos documentados bajo regímenes reales de diligencia debida. Solo el fallo específico del tribunal y las plantas mexicanas son inventados."
IE-149,México; Australia; Nauru; Nueva Zelanda,Un hallazgo de tierras raras en una isla arruinada reabre viejas heridas,"Se ha encontrado un valioso yacimiento mineral debajo de Nauru, una pequeña isla ya apenas habitable después de que un siglo de minería de fosfatos vació su interior. Australia, que administró la isla durante esa primera ruina y a la que ampliamente se culpa por ella, ahora quiere los nuevos derechos de minería; Nueva Zelanda insta a Nauru a rechazar un segundo desastre de este tipo. Una empresa minera mexicana posee la única licencia que Nauru realmente ha firmado para el nuevo yacimiento, y debe decidir si excava en una isla que la minería ya destruyó una vez antes, o abandona el trato por completo.",97,precedente,México (posee la licencia de extracción),Nauru (enfrenta una segunda ruina),Australia (quiere los derechos) / Nueva Zelanda (insta al rechazo),medio: cómplice (posee la licencia para excavar en una isla ya destruida una vez por la minería),inminente,contrafactual,extracción de recursos; control territorial y soberanía; soberanía cultural,"Contrafactual con tendencia a fundamentado. La verdadera devastación de Nauru por la minería de fosfatos, la historia administrativa de Australia, y la prospección de tierras raras en islas del Pacífico están todas fundamentadas; el nuevo yacimiento específico y la licencia son inventados."
IE-032,México; Arabia Saudita; Indonesia; Nigeria,Cuotas de peregrinación recortadas provocan acusaciones de vender la salvación,"Arabia Saudita ha recortado drásticamente el número de peregrinos permitidos en el Hach, la peregrinación anual a Meca que todo musulmán capaz debe realizar una vez, después de una aplastante avalancha humana mortal, y ha comenzado discretamente a subastar cupos de peregrinación premium a los países que pagan más. Indonesia y Nigeria, hogar de las mayores poblaciones musulmanas del planeta, son las más afectadas, mientras las naciones más ricas simplemente compran su entrada. La pequeña pero creciente comunidad musulmana de México pierde por completo su asignación, y sus protestas no tienen ningún peso en un sistema donde un deber sagrado ahora recae en quien traiga más dinero.",98,control de un objeto,Arabia Saudita (controla la asignación de cuotas),"Indonesia, Nigeria y los musulmanes de México (asignación recortada)","Estados más ricos (compran exenciones, ampliando la brecha)",perjudicado (asignación eliminada),en desarrollo,contrafactual,religión y geografía sagrada; gobernanza moral y legitimidad espiritual,"Contrafactual. Las cuotas del Hach por población, los desastres por aplastamiento, y la diplomacia de cuotas son reales; la subasta abierta de cupos es la escalada inventada que agudiza una política real de asignación."
IE-702,México; Islas Salomón; Tonga; Santo Tomé y Príncipe,Insectos modificados se propagan más allá de las islas que los aprobaron,"En las Islas Salomón, insectos alterados en laboratorio para eliminar por reproducción a una plaga de cultivos se han propagado mucho más allá de las islas donde fueron aprobados. Las Islas Salomón permitieron la liberación dentro de un sitio de prueba cerrado. Laboratorios mexicanos construyeron los insectos y habían predicho que escaparían, pero omitieron esa predicción de los documentos de aprobación. Los agricultores de Tonga dan la bienvenida a la propagación, porque la misma plaga arruinó sus ñames. Santo Tomé y Príncipe dice que la plaga también poliniza una fruta silvestre de la que viven sus aldeas, y la cosecha de esta temporada ya ha fallado. Quiere que se libere una reversión que todavía no existe.",102,pureza / contaminación,Islas Salomón (aprobaron la liberación),"Santo Tomé y Príncipe, perdiendo el insecto del que depende su fruta silvestre","Tonga (da la bienvenida a la propagación, reforzando el argumento de dejarla estar)",cómplice (construyó los insectos y omitió su propia predicción de escape),en desarrollo,contrafactual,contaminación ambiental y biodiversidad; sistemas alimentarios,Contrafactual. Los insectos alterados en laboratorio liberados para suprimir plagas están en desarrollo y la contención es el problema central. El término 'impulso genético' fue reemplazado por una descripción simple según la regla de sustitución. Ubicación nombrada en la primera oración. México entra en la tercera oración y no la cierra.
IE-004,México; Nauru; Liberia; Bélgica,Minera insolvente abandona una pluma activa en el lecho marino sin nadie a cargo,"Una empresa de minería de aguas profundas, que extraía minerales del fondo oceánico, quebró a mitad de la operación, dejando su equipo en el lecho marino mientras el sedimento removido todavía flotaba en el agua de arriba. Un buque de investigación mexicano remolcó la embarcación abandonada para evitar que encallara, y conforme al derecho de salvamento, según el cual rescatar un barco puede otorgar su propiedad, ese único acto podría ahora convertir a México en su improbable propietario legal. Nauru, que había respaldado la licencia de minería de la empresa, dice que su deber terminó cuando la empresa colapsó. Liberia, donde está registrado el buque, dice que su deber terminó en cuanto la embarcación fue incautada. Bélgica, donde la empresa matriz tenía su sede legal, califica todo el desastre como problema de todos.",102,ausencia / vacío,nadie (cada parte niega la custodia),México (propietario por defecto mediante salvamento),Bélgica (invoca la obligación colectiva para evadir la propia),propietario reticente,en desarrollo,contrafactual,extracción de recursos; infraestructura; control territorial y soberanía,"La minería de aguas profundas a escala comercial todavía no está operando, así que el hecho está escalado, pero la mecánica es real. Nauru efectivamente patrocina a un contratista de minería de aguas profundas y activó la regla de los dos años de la AIFM; la responsabilidad del Estado patrocinador está definida por la opinión consultiva del TIDM de 2011; Liberia es un gran registro abierto; Bélgica alberga a una empresa líder en minería de aguas profundas; México ha respaldado una pausa precautoria. Que el salvamento genere custodia es derecho marítimo ordinario."
IE-169,México; Paraguay; Argentina; Brasil,Termina la deuda de una presa compartida y comienza la pelea por ella,"La deuda de décadas sobre una enorme presa compartida por Paraguay y Brasil finalmente se ha pagado por completo, y Paraguay quiere vender su energía excedente en el mercado abierto en lugar de a Brasil a la vieja tarifa fija que ambos acordaron décadas atrás. Brasil dice que el tratado fundacional todavía obliga a Paraguay sin importar que se haya saldado la deuda; Argentina, que comparte una segunda presa bajo términos similares, observa de cerca el precedente que esto sienta. La empresa eléctrica estatal de México firmó el primerísimo contrato de mercado abierto que ofreció Paraguay, y si puede hacerse cumplir decide si México recibe la energía que ya acordó pagar.",103,fijación de normas,Paraguay (quiere ventas de mercado abierto) / México (posee el nuevo contrato),el beneficio de Paraguay (atado por el viejo tratado),Argentina (precedente sobre su propia presa),medio: espectador perjudicado (su propio contrato de energía firmado pende de la disputa del tratado),inminente,fundamentado,energía; deuda y finanzas; comercio y transporte marítimo,"Fundamentado. La verdadera presa de Itaipú, el pago de su deuda en 2023, y el impulso de Paraguay por vender energía excedente al mercado en lugar de a Brasil a tarifas de tratado están documentados y vigentes. Solo el comercializador mexicano es inventado."
IE-741,México; India; Francia; Pakistán,Huevos de mosquito viajan en un cargamento de neumáticos usados,"En el sur de Francia, un mosquito portador del dengue se ha establecido por primera vez, y las autoridades sanitarias lo han rastreado hasta huevos en un cargamento de neumáticos usados. Los exportadores de India suministran la mayor parte del comercio mundial de neumáticos de segunda mano y dicen que todo cargamento sale seco y certificado. Francia ha registrado cuatrocientas infecciones locales en una región que nunca había visto ninguna. El puerto de México eximió la inspección de secado requerida en ese cargamento para despejar un rezago, y la ha eximido once veces desde entonces. Pakistán compra de los mismos proveedores y ha exigido los registros de inspección que México nunca creó.",99,pureza / contaminación,India (suministra y certifica el comercio),"Francia, con cuatrocientas infecciones locales en una región que nunca había visto ninguna",Pakistán (exige registros que no existen),cómplice (eximió repetidamente la inspección de secado para despejar un rezago),secuelas,fundamentado,contaminación ambiental y biodiversidad; salud pública,"Fundamentado. Los neumáticos usados son una ruta documentada para huevos de mosquito, y el vector del dengue está establecido en el sur de Francia. Corrección de reparto: India se presenta como poseedora por primera vez en el corpus, y Francia como perjudicada por primera vez. Ubicación nombrada en la primera oración. México entra en la cuarta oración y no la cierra."
IE-627,México; Nigeria; Kazajistán; Portugal,Una red de vigilancia se apaga mientras la resistencia se propaga,"Una infección resistente a fármacos se ha movido sin ser detectada entre hospitales de Nigeria y Kazajistán, porque la red de vigilancia destinada a señalarla dejó de compartir datos hace ocho meses. Nigeria retiró sus datos después de que Kazajistán publicara cifras de casos nigerianos sin atribución, usándolas para argumentar a favor de su propio financiamiento de investigación. Kazajistán dice que la atribución nunca formó parte del acuerdo. México alberga el centro de análisis de la red y necesita los datos de ambos países para detectar cualquier cosa, pero restaurar la participación de Nigeria significa aceptar condiciones que Kazajistán ya ha rechazado. Los hospitales de Portugal, río abajo de ambos, han registrado los primeros casos fuera de los dos países originales.",94,conocimiento / divulgación,Nigeria y Kazajistán (retienen y disputan los datos),Portugal (primeros casos fuera de los dos países originales),Portugal (sus casos prueban la brecha de detección),atrapado en medio (no puede detectar nada sin condiciones que los dos países no aceptarán ambos),en desarrollo,fundamentado,salud pública; reconocimiento y legitimidad,Fundamentado. Las disputas de atribución que colapsan el intercambio de datos de vigilancia de enfermedades son un fallo real y documentado. Prueba de cuatro vías: la disputa entre Nigeria y Kazajistán es enteramente bilateral y precede al problema de México. No geográfico: las redes de vigilancia son globales.
IE-150,México; Suiza; Ghana; Singapur,Una auditoría de una bóveda de oro revela barras que nunca estuvieron allí,"Una auditoría de una bóveda suiza que almacena reservas de oro de varias naciones ha encontrado que las barras que supuestamente respaldan esas reservas no pueden contabilizarse en ningún lugar. Ghana, cuyas reservas se almacenan allí, exige o su oro o la verdad sobre lo que le sucedió; Singapur, un operador de bóvedas rival, se ofrece a reubicar el oro de cualquiera que ahora dude de la honestidad de la bóveda suiza. Las propias reservas nacionales de México se encuentran en una bóveda separada operada por esa misma empresa matriz bajo auditoría, y México ahora exige su propia inspección de emergencia antes de que la duda se propague aún más.",97,conocimiento / divulgación,México (posee el hallazgo de la auditoría),Ghana (reservas posiblemente faltantes),Singapur (bóveda rival que corteja la duda),medio: espectador perjudicado (sus propias reservas están con la misma empresa matriz ahora bajo sospecha),inminente,contrafactual,deuda y finanzas; comercio y transporte marítimo; reconocimiento y legitimidad,"Contrafactual con tendencia a fundamentado. El almacenamiento de oro asignado frente a no asignado, los temores de rehipotecación, las demandas de repatriación de oro soberano, y las corridas de confianza en bóvedas son todas preocupaciones financieras reales; la auditoría específica de barras faltantes es inventada."
IE-486,México; Malaui; Fiyi; Austria,La regla de capacidad compartida de un pacto de salud se topa con una escasez no reportada,"Un pacto de salud exige que los Estados miembros compartan capacidad hospitalaria durante una emergencia declarada, y Malaui acaba de declarar formalmente una tras que un brote de enfermedad desborda sus clínicas. México, obligado por el mismo pacto a través de un acuerdo anterior, debe aceptar pacientes transferidos pero no tiene camas disponibles tras su propio brote el mes pasado, una escasez que todavía no ha reportado a la junta de supervisión del pacto. Fiyi, la siguiente en la fila para recibir transferencias si México no puede, dice que no se le informó que México ya estaba lleno. Austria, que preside el pacto este año, debe decidir si el silencio de México cuenta como una violación.",99,obligación de actuar,"Austria (preside el pacto, falla sobre la violación)",Malaui (su brote desborda las clínicas locales),Fiyi (sorprendida por la escasez no divulgada),espectador perjudicado (su propia escasez no divulgada complica su obligación),en desarrollo,fundamentado,salud pública; ayuda humanitaria,"Fundamentado. Los pactos de intercambio de capacidad de salud son una categoría real de acuerdo; la escasez no divulgada específica es inventada. CORREGIDO: se eliminó la etiqueta 'regional' ya que la membresía (Malaui, Fiyi, México, Austria) abarca varios continentes; un pacto de salud de este tipo puede ser plausiblemente global, pero llamarlo 'regional' con esta composición era una contradicción interna."
IE-156,México; Turkmenistán; Azerbaiyán; Italia,Una promesa de gas se adelanta al gasoducto que debe transportarlo,"Turkmenistán ha prometido a Europa gas que solo puede entregar a través de un gasoducto bajo el mar Caspio que todavía no existe en ningún lugar, e Italia ya ha firmado contratos de suministro basados únicamente en esa promesa. Azerbaiyán, cuyas aguas debe cruzar el gasoducto, no permitirá que comience la construcción hasta que se resuelva primero su propia parte de las tarifas de tránsito. La empresa estatal de gas de México había reservado capacidad futura en ese mismo gasoducto sin construir como parte de su propio plan de largo plazo para diversificar su suministro, y ese plan ahora está congelado detrás de una disputa de tránsito entre dos países completamente distintos.",97,cronología / secuencia,Turkmenistán y Azerbaiyán (promesa frente a secuencia de tránsito),Italia (contratada para un gas no entregable),México (constructor atrapado en la secuencia),medio: espectador perjudicado (su propia capacidad de gasoducto reservada congelada por una disputa de tránsito no relacionada),inminente,contrafactual,energía; infraestructura; control territorial y soberanía,"Contrafactual con tendencia a fundamentado. El gasoducto Trans-Caspio, estancado durante mucho tiempo, las ambiciones gasíferas turcomanas, y la palanca de tránsito azerbaiyana son todos reales; los contratos firmados que se adelantan al gasoducto son la tensión inventada."
IE-139,México; Japón; Filipinas; China,México reclama derechos de salvamento sobre una flota de tesoro hundida,"Una empresa mexicana ha encontrado una flota española hundida cargada de plata en el fondo de aguas disputadas del Mar de China Meridional y ha reclamado el derecho a recuperarla bajo el derecho internacional de naufragios. Filipinas dice que los pecios se encuentran en aguas que le pertenecen; China reclama esas mismas aguas como propias; Japón, cuya empresa ayudó a financiar la búsqueda, quiere que se levante la plata antes de que cualquiera de los dos gobiernos pueda actuar. México, que posee tanto la ubicación exacta como el reclamo legal, presiona por subir el cargamento antes de que cualquier tribunal pueda fallar sobre a quién pertenece.",99,control de un objeto,México (posee las coordenadas y el reclamo de salvamento),Filipinas y China (reclamos de ZEE anulados),Japón (cofinanciador que impulsa la extracción),principal: reclamante,inminente,contrafactual,control territorial y soberanía; soberanía cultural; comercio y transporte marítimo,"Contrafactual con tendencia a fundamentado. Las disputas de salvamento de naufragios de la era colonial, los conflictos de ZEE en el Mar de China Meridional, y el derecho de tesoro frente a patrimonio son todos reales; la flota de galeones específica y el reclamo mexicano son inventados."
IE-138,México; Polonia; Ucrania; Bielorrusia,Una acusación de fraude de grano envenena una alianza de guerra,"Polonia ha acusado a Ucrania de reetiquetar grano bielorruso más barato como ucraniano para introducirlo de contrabando en los mercados europeos sin pagar las tarifas habituales, y la acusación está tensando una amistad de tiempos de guerra. Ucrania lo llama sabotaje por parte de uno de sus propios partidarios; Bielorrusia niega que el grano sea siquiera suyo. México acababa de firmar un importante acuerdo para comprar grano ucraniano a un precio superior precisamente porque estaba certificado como libre de conflicto y no reetiquetado, y todo ese envío ahora está atascado en la frontera polaca, atrapado en una inspección que ninguno de los dos lados solicitó y que ninguno pagará para acelerar.",97,pureza / contaminación,México (posee el rastro de origen),"Ucrania (acusada, alianza en riesgo)",Bielorrusia (niega la fuente),medio: espectador perjudicado (su propia compra certificada atascada en la disputa fronteriza),en desarrollo,fundamentado,sistemas alimentarios y hambruna; comercio y transporte marítimo; alianzas militares y defensa,"Fundamentado. La fricción entre Polonia y Ucrania por importaciones de grano, los bloqueos de agricultores, las disputas de acceso libre de aranceles de la UE, y las acusaciones de reetiquetado para evadir sanciones son todos reales y recientes. Solo el inspector mexicano es inventado."
IE-633,México; Túnez; Singapur; Ghana,Un fondo congelado detiene tres hospitales a medio construir,"Un fondo soberano que financiaba la construcción de hospitales en Túnez y Ghana ha sido congelado por un tribunal de Singapur en una disputa sobre quién controla su mandato de inversión. El hospital regional de Túnez, a medio terminar, ha detenido las obras, y los pacientes todavía viajan seis horas hasta la instalación funcional más cercana. Túnez dice que Ghana provocó la congelación al impugnar primero el mandato. Ghana dice que su propio hospital estaba siendo financiado en último lugar y más lentamente, y que impugnar era su única palanca. México cogestiona el fondo y podría liberar el dinero de construcción bajo una cláusula de emergencia, pero hacerlo renunciaría a su propio reclamo en la misma disputa.",104,ausencia / vacío,el tribunal de Singapur (mantiene la congelación),pacientes tunecinos (viajes de seis horas hacia atención funcional),Ghana (provocó la congelación para su propia palanca),atrapado en medio (liberar el dinero renuncia a su propio reclamo en la disputa),en desarrollo,contrafactual,deuda y finanzas; salud pública; infraestructura,Contrafactual. Las disputas de mandato de fondos soberanos que congelan infraestructura a medio construir son un mecanismo real plausible. Prueba de cuatro vías: Túnez y Ghana se culpan directamente entre sí por quién causó la congelación. No geográfico: la gestión de fondos y la jurisdicción son globales.
IE-159,México; Camerún; Nigeria; Francia,Una línea de idioma divide a un país y sus vecinos eligen bando,"Las regiones angloparlantes de Camerún han declarado la independencia, y el reconocimiento internacional es toda la disputa en curso ahora. Nigeria, que alberga refugiados y es cautelosa de alentar sus propios movimientos separatistas, se niega a reconocerlas; Francia, estrechamente ligada al gobierno francófono en Yaundé, califica la declaración de intrascendente. Una empresa de telecomunicaciones mexicana transporta casi todo el tráfico telefónico e de internet de la región separatista, ganando tarifas constantes tanto de los rebeldes como de las familias ordinarias atrapadas entre ellos, y ahora debe decidir si cortar la señal por orden del gobierno silencia un movimiento, o si mantenerla funcionando discretamente ayuda a ese movimiento a seguir existiendo.",99,reconocimiento / legitimidad,México (transporta las comunicaciones de la región),la región separatista anglófona (voz en juego),Nigeria (intereses de refugiados y separatismo),medio: cómplice (lucra con transportar tráfico para ambos lados del conflicto),en desarrollo,contrafactual,reconocimiento y legitimidad; control territorial y soberanía; tecnología y fijación de normas,"Contrafactual con tendencia a fundamentado. La verdadera crisis anglófona de Camerún y los reclamos de secesión, el desbordamiento de refugiados hacia Nigeria, y el alineamiento del Estado francófono están documentados; el papel decisivo del operador mexicano es inventado."
IE-074,México; Kenia; Etiopía; Catar,Una guerra de estándares de dinero móvil divide África Oriental,"El principal servicio de dinero móvil de Kenia y uno rival respaldado por el gobierno etíope han llegado al punto en que ya no pueden enviar pagos a través de la frontera compartida, obligando a los comerciantes de ambos lados a elegir solo uno. Catar, que financia el sistema etíope, presiona fuertemente a sus aliados regionales para que lo adopten. Una empresa mexicana de tecnología financiera había construido el puente que alguna vez permitió que ambos sistemas se comunicaran, y ahora ve su producto varado e inútil mientras cada lado bloquea al otro, su negocio regional colapsando en la brecha entre dos muros que ya no le permiten reconectar.",98,fijación de normas,Kenia y Etiopía (sistemas de pago rivales),la empresa fintech de México (puente varado),Catar (financia a un lado),perjudicado,en desarrollo,contrafactual,tecnología y fijación de normas; deuda y finanzas; comercio y transporte marítimo,"Contrafactual con tendencia a fundamentado. El dominio de M-Pesa, el impulso de telecomunicaciones/fintech respaldado por el Estado etíope, y los fallos de interoperabilidad transfronteriza son reales; la división total y el puente mexicano son inventados."
IE-021,México; Bahamas; Haití; Colombia,"Zonas de rescate superpuestas, un hundimiento, ningún Estado coordinador","Un bote con pasajeros haitianos se hundió en un tramo de mar donde se superponen las zonas de rescate de tres países. Bahamas recibió la llamada de emergencia y la transmitió sin enviar ayuda. Colombia es oficialmente responsable de coordinar esa zona, pero dice que su barco más cercano estaba a once horas de distancia. El centro de rescate de México recibió la misma llamada y se negó a hacerse cargo, argumentando que el bote estaba apenas fuera de su zona, pero sus propios mapas y los registros internacionales trazan ese límite en un lugar diferente, y ese desacuerdo sobre dónde cae la línea es ahora toda la disputa, con los pasajeros ya perdidos.",101,obligación de actuar,Colombia (designación coordinadora sobre el papel),"Haití (nacionales perdidos, sin capacidad de rescate)",Bahamas (remite el caso para descargar el deber),quien se niega,secuelas,fundamentado,migración y desplazamiento; ayuda humanitaria; control territorial y soberanía,"Fundamentado. Las regiones de búsqueda y salvamento genuinamente se superponen y se describen de manera genuinamente inconsistente entre las cartas nacionales y el registro global de la OMI; la remisión en lugar de la respuesta es el patrón de fallo documentado en el Mediterráneo y, cada vez más, en el Caribe. Las salidas marítimas haitianas, la interdicción bahameña y las responsabilidades de búsqueda y salvamento de Colombia en San Andrés son todas reales. El hundimiento específico es inventado."
IE-750,México; Egipto; Paraguay; Surinam,"Tractores usados llevan tierra, y la tierra lleva semilla","Tractores usados vendidos tras una década de trabajo llevan tierra, y esa tierra lleva semilla. Una maleza resistente a todo herbicida autorizado en la región ha aparecido en todo el cinturón sojero de Paraguay, rastreada hasta maquinaria comprada de segunda mano. Los patios de reacondicionamiento de Egipto manejan la mayor parte de ese comercio y solo limpian lo que se puede ver. Los distribuidores de México eliminaron por completo los certificados de limpieza de la documentación, porque los certificados nombraban un estándar que los patios en realidad no podían cumplir. Surinam compra de los mismos patios y ha comenzado a lavar cada máquina en su frontera, a un costo que recae sobre el comprador.",97,ausencia / vacío,Egipto (patios de reacondicionamiento que solo limpian tierra visible),"el cinturón sojero de Paraguay, con una maleza resistente a herbicidas ya establecida",Surinam (el lavado fronterizo traslada el costo a los compradores),motor principal (eliminó los certificados de limpieza de la documentación),inminente,contrafactual,contaminación ambiental y biodiversidad; economía,"Contrafactual. La tierra y la semilla transportadas en maquinaria agrícola usada son una vía real de introducción de malezas; la eliminación total de los certificados de limpieza es el paso inventado. Corrección de reparto: Egipto se presenta como poseedor y Paraguay como perjudicado, ambos papeles nuevos para ellos. México entra en la cuarta oración y no la cierra."
IE-340,México; Marruecos; Argelia; Sri Lanka,Una línea de gas redirigida borra el cupo de un comprador distante,"Argelia ha desplazado una gran parte de sus exportaciones de gas natural hacia una nueva ruta de gasoducto que evita por completo a Marruecos, y a medida que el sistema de entrega se reordena en torno al cambio, un envío de largo plazo que México contrató años antes ha perdido por completo su ventana programada. Marruecos presiona con fuerza por las tarifas de tránsito que la vieja ruta solía pagarle. Sri Lanka, otro comprador desplazado por la reorganización, ahora compite directamente contra México por cualquier carga puntual no comprometida que quede. El invierno está a solo ocho semanas, los tanques de almacenamiento están bajos, y el cupo de entrega de México, alguna vez garantizado, simplemente se ha desvanecido del calendario.",99,cronología / secuencia,Argelia (redirige la exportación),el contrato de México; las tarifas de Marruecos,Sri Lanka (compite por el volumen puntual),medio: espectador perjudicado (se borra el cupo de un comprador distante),en desarrollo,contrafactual,energía; comercio y transporte marítimo; infraestructura,Contrafactual con tendencia a fundamentado. El cierre y redireccionamiento del GME entre Argelia y Marruecos son reales; México como comprador varado es la exposición inventada. Termina en el cupo perdido.
IE-535,México; Cuba; España; Filipinas,Un archivo cobra una tarifa por el acceso a pruebas de reparaciones,"El archivo nacional de México posee los únicos manifiestos de embarque completos de una red comercial colonial que varios países usan para calcular las reparaciones que deben empresas que todavía operan hoy, y México ha comenzado a cobrar una tarifa de licencia para acceder a versiones digitalizadas, citando décadas de costos de preservación. Cuba, cuyo caso de reparaciones depende enteramente de esos manifiestos, dice que la tarifa equivale a vender el acceso a su propia historia. España, cuyas empresas están bajo investigación, ha ofrecido discretamente financiar directamente el archivo de México a cambio de controlar quién obtiene acceso primero. Filipinas, que persigue un reclamo no relacionado usando los mismos manifiestos, dice que México debe elegir entre ser un archivo neutral y una parte interesada.",103,conocimiento / divulgación,México (controla el acceso al archivo y su precio),Cuba (su caso de reparaciones depende de los manifiestos con acceso tarifado),Filipinas (un caso no relacionado con la misma dependencia),cómplice (la oferta de España pone genuinamente en riesgo su propia neutralidad institucional),en desarrollo,contrafactual,soberanía cultural; reconocimiento y legitimidad; deuda y finanzas,"Contrafactual. Que archivos que poseen pruebas históricas decisivas cobren tarifas de acceso es plausible; los reclamos de reparaciones contra empresas todavía en operación son una categoría real y emergente. Verificación de recurso: distinto del recurso retirado de 'posee un activo análogo': la exposición de México aquí trata sobre el riesgo de corrupción institucional (la oferta de España), no sobre una exposición comparativa al mismo precedente."
IE-024,México; Guatemala; Bolivia; India,Un río con personalidad jurídica pide firmar su propio tratado,"Un pequeño fallo legal ha otorgado al río Usumacinta el estatus de persona jurídica, y los guardianes designados del río han solicitado unirse a la comisión que administra el río entre dos países, como miembro pleno por derecho propio. Guatemala objeta que un río no puede tener derechos de agua frente a las propias naciones que lo comparten. Bolivia apoya la idea, habiendo otorgado derechos a la naturaleza en su propio territorio. India objeta, ya atrapada con dos de sus propios ríos declarados personas jurídicas y sin querer más negociaciones de este tipo. México encabeza la comisión y debe decidir si deja entrar al río.",101,precedente,México (preside la comisión; falla sobre la admisibilidad),Guatemala (exposición en la asignación),Bolivia e India (intereses domésticos no relacionados sobre derechos de la naturaleza),árbitro,en desarrollo,surrealista,agua y ríos transfronterizos; soberanía cultural; reconocimiento y legitimidad,"La personalidad jurídica es derecho real: el Whanganui en Nueva Zelanda (2017), el Atrato en Colombia (2016), el Ganges y el Yamuna en India (2017), y la Ley de la Madre Tierra de Bolivia (2010). Lo que lo vuelve surrealista es que los guardianes reclamen capacidad de parte tratante, algo que ningún fallo ha otorgado. México y Guatemala genuinamente comparten el Usumacinta y genuinamente carecen de un acuerdo de asignación vinculante, lo que hace consecuente la solicitud."
IE-043,México; Venezuela; Guyana; Reino Unido,Una votación de anexión pone a una región petrolera en pie de guerra,"Venezuela ha realizado una votación reclamando la región petrolera del Esequibo y ha movido tropas hasta la línea en disputa. Guyana, con su repentina riqueza petrolera en riesgo, pide ayuda externa; el Reino Unido, la antigua potencia colonial, ha enviado un buque de patrulla. La empresa energética estatal de México se había asociado con Guyana para perforar en aguas dentro de la zona disputada, y ahora cada opción la atrapa: seguir perforando y Venezuela trata a México como enemigo que toma partido por Guyana, o retirarse y Guyana trata la retirada como un abandono. La propia participación petrolera de México la ha colocado en medio de una guerra fronteriza.",100,precedente,Venezuela (afirma el reclamo) / Guyana (posee el territorio),Guyana (territorio y riqueza petrolera amenazados),Reino Unido (garante que lo amplía),poseedor (operador obligado a elegir bando),en desarrollo,fundamentado,control territorial y soberanía; energía; alianzas militares y defensa,"Fundamentado. El referéndum del Esequibo, los movimientos de tropas, el auge petrolero de Guyana, y el despliegue de la patrulla británica son todos reales y recientes. Solo los bloques del operador mexicano son inventados."
